Type|Date|Source|Description|Reference|Currency|Debit (Source)|Credit (Source)|Debit (AUD)|Credit (AUD)|Running Balance (AUD)
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Rod, 500mm - IY026 - 236041 (ES-04-4500)|50398051|AUD|0.00|1,352.00|0.00|1,352.00|1,352.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ BAND - IY040 - 200830 (150156)|50398051|AUD|0.00|2,280.00|0.00|2,280.00|2,280.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ EVO - 5.5mm Connector Kit - IY042 - 200830 (150258)|50398051|AUD|0.00|2,280.00|0.00|2,280.00|2,280.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Cross Connector - Medium - IY018 - 236041 (ES-04-6102)|50398051|AUD|0.00|1,080.00|0.00|1,080.00|1,080.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Cross Connector, 28-36mm - IY018 - 236041 (ES-04-6105)|50398051|AUD|0.00|1,080.00|0.00|1,080.00|1,080.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ BAND - IY040 - 200830 (150156)|50400187|AUD|0.00|3,040.00|0.00|3,040.00|3,040.00
Sales - Sydney Children's Hospital|06 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ EVO - 5.5mm Connector Kit - IY042 - 200830 (150258)|50400187|AUD|0.00|3,040.00|0.00|3,040.00|3,040.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ BAND - IY040 - 200830 (150156)|50414530|AUD|0.00|1,900.00|0.00|1,900.00|1,900.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - JAZZ EVO - 5.5mm Connector Kit - IY042 - 200830 (150258)|50414530|AUD|0.00|1,900.00|0.00|1,900.00|1,900.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Uniplanar Screw, 5.5x30mm - IY004 - 236041 (ES-04-2530)|50414530|AUD|0.00|3,270.00|0.00|3,270.00|3,270.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Uniplanar Screw, 5.5x35mm - IY004 - 236041 (ES-04-2535)|50414530|AUD|0.00|3,270.00|0.00|3,270.00|3,270.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Uniplanar Screw, 5.5x40mm - IY004 - 236041 (ES-04-2540)|50414530|AUD|0.00|4,360.00|0.00|4,360.00|4,360.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Polyaxial Screw, 5.5x30mm - IY004 - 236041 (ES-04-1530)|50414530|AUD|0.00|1,800.00|0.00|1,800.00|1,800.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Polyaxial Screw, 5.5x35mm - IY004 - 236041 (ES-04-1535)|50414530|AUD|0.00|900.00|0.00|900.00|900.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Pedicle Hook - Small - IY021 - 236041 (ES-04-9001)|50414530|AUD|0.00|1,500.00|0.00|1,500.00|1,500.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Wide Hook - Large - IY021 - 236041 (ES-04-9103)|50414530|AUD|0.00|1,500.00|0.00|1,500.00|1,500.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Cross Connector, 23mm - IY015 - 236041 (ES-04-6123)|50414530|AUD|0.00|655.00|0.00|655.00|655.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Cross Connector - Medium - IY018 - 236041 (ES-04-6102)|50414530|AUD|0.00|1,080.00|0.00|1,080.00|1,080.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Set Screw - IY010 - 236041 (ES-04-7000)|50414530|AUD|0.00|2,448.00|0.00|2,448.00|2,448.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Rod, 500mm - IY026 - 236041 (ES-04-4500)|50414530|AUD|0.00|1,352.00|0.00|1,352.00|1,352.00
Sales - Sydney Children's Hospital|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana CoCr Rod, 500mm - IY026 - 236041 (ES-04-4501)|50414530|AUD|0.00|1,352.00|0.00|1,352.00|1,352.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Standalone Locking Cervical Cage Size 6, Large - IY029 - 322672 (HRC6Ld)|50414604|AUD|0.00|3,890.00|0.00|3,890.00|3,890.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Disposable Caspar Pin, 12mm - N/A - 236041 (132-20-0001)|50414604|AUD|0.00|150.00|0.00|150.00|150.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|50414604|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Standalone Locking Cervical Cage Size 5, Large - IY029 - 322672 (HRC5Ld)|50414604|AUD|0.00|3,890.00|0.00|3,890.00|3,890.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|50414604|AUD|0.00|1,860.00|0.00|1,860.00|1,860.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|50414604|AUD|0.00|1,173.00|0.00|1,173.00|1,173.00
Sales - South Eastern Sydney Local Health (POW Public)|09 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Tesera SC Cage - Large, 7 Deg, 17.5 x 15 x 6 mm - IY055 - 354092 (1050-217-506)|50414604|AUD|0.00|12,486.00|0.00|12,486.00|12,486.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Polyaxial Screw, 4.5x32mm - IY005 - 329318 (X31-06-4532)|50457726|AUD|0.00|3,800.00|0.00|3,800.00|3,800.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Polyaxial Screw, 4.5x24mm - IY005 - 329318 (X31-06-4524)|50457726|AUD|0.00|1,900.00|0.00|1,900.00|1,900.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Straight Rod, 240mm - IY025 - 329318 (X31-06-5240)|50457726|AUD|0.00|290.00|0.00|290.00|290.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Straight Rod, 240mm - IY025 - 329318 (X31-06-5240)|50457726|AUD|0.00|290.00|0.00|290.00|290.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|50457726|AUD|0.00|560.00|0.00|560.00|560.00
Sales - St Vincent's Hospital Sydney Ltd|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - PCBA Set Screw - IY011 - 329318 (X31-06-0100)|50457726|AUD|0.00|280.00|0.00|280.00|280.00
Sales - Allograft|21 Aug 2024|Receivable Invoice|St Vincent's Hospital Sydney Ltd - ENHANCE Demineralized Cortical Fibers Medium 2.5cc Freeze-Dried - CAA17 - 299298 (AU422204)|50457726|AUD|0.00|4,892.00|0.00|4,892.00|4,892.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|50530171|AUD|0.00|4,104.00|0.00|4,104.00|4,104.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Katana Polyaxial Screw, 6.5x45mm - IY004 - 236041 (ES-04-1645)|50530171|AUD|0.00|1,640.00|0.00|1,640.00|1,640.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Katana Polyaxial Screw, 7.5x45mm - IY004 - 236041 (ES-04-1745)|50530171|AUD|0.00|1,640.00|0.00|1,640.00|1,640.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - TSpaceXP 7mm x 11.5mm x 30mm 5 Deg - BB252 - 273761 (SO937P)|50530171|AUD|0.00|2,100.00|0.00|2,100.00|2,100.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - TSpaceXP 9mm x 11.5mm x 30mm 5 Deg - BB252 - 273761 (SO939P)|50530171|AUD|0.00|2,100.00|0.00|2,100.00|2,100.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Katana Set Screw - IY010 - 236041 (ES-04-7000)|50530171|AUD|0.00|720.00|0.00|720.00|720.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Katana Pre-lordorsed Rod, 70mm (non-tip) - IY024 - 236041 (ES-04-3070)|50530171|AUD|0.00|290.00|0.00|290.00|290.00
Sales - South Eastern Sydney Local Health (POW Public)|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (POW Public) - Katana Pre-lordorsed Rod, 75mm (non-tip) - IY024 - 236041 (ES-04-3075)|50530171|AUD|0.00|290.00|0.00|290.00|290.00
Sales - Sydney Children's Hospital|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Polyaxial Screw, 4.5x25mm - IY004 - 236041 (ES-04-1425)|50530589|AUD|0.00|3,600.00|0.00|3,600.00|3,600.00
Sales - Sydney Children's Hospital|27 Aug 2024|Receivable Invoice|South Eastern Sydney Local Health (Sydney Children's Hospital) - Katana Set Screw - IY010 - 236041 (ES-04-7000)|50530589|AUD|0.00|576.00|0.00|576.00|576.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - Capraia ACDF 5 Deg Cage - 18x16x6mm - IY103 - 370516 (ACC18160605)|53134260|AUD|0.00|2,189.00|0.00|2,189.00|2,189.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|53134260|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - uNion Standard Cervical Plate - 2 Level, 24mm  - PC033 (UM 102-02-24)|53134260|AUD|0.00|1,180.00|0.00|1,180.00|1,180.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - uNion Self Drilling/Self-Tapping Fixed Screw - 4.0mm Diameter x 14mm - PC035 (UM 144-40-14)|53134260|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - uNion Self-Drilling/Self-Tapping Variable Screw - 4.0mm Diameter x 14.0mm - PC035 (UM 154-40-14)|53134260|AUD|0.00|744.00|0.00|744.00|744.00
Sales - Royal Adelaide Hospital|16 Aug 2024|Receivable Invoice|Royal Adelaide Hospital - ACDF Plate Fixation Pin - N/A - 236041 (ES-8320)|53134260|AUD|0.00|190.00|0.00|190.00|190.00
Sales - SAN Hospital|01 Aug 2024|Receivable Invoice|The San - Irrigation Tube Set Spike - L 3m with Y-piece (10 PACK) - N/A (4171223)|644742|AUD|0.00|65.48|0.00|65.48|65.48
Sales - SAN Hospital|01 Aug 2024|Receivable Invoice|The San - Tip Control RF Instrument Bipo - D 2.5mm, WL 280mm - Plug to Radioblator RF 4MHz - Single Use - N/A (4993691)|644742|AUD|0.00|872.37|0.00|872.37|872.37
Sales - SAN Hospital|01 Aug 2024|Receivable Invoice|The San - Tesera X Cage - 55 x 22 x 12  - 7 Deg - IY061 - 354092 (1081-552-212)|644910|AUD|0.00|3,313.00|0.00|3,313.00|3,313.00
Sales - St Andrews Hospital|06 Aug 2024|Receivable Invoice|St Andrew's Hospital South Australia - Standalone Locking Cervical Cage Size 6, Large - IY029 - 322672 (HRC6Ld)|95375|AUD|0.00|8,322.00|0.00|8,322.00|8,322.00
Sales - Allograft|06 Aug 2024|Receivable Invoice|St Andrew's Hospital South Australia - ENHANCE Demineralized Cortical Fibers Medium 2.5cc Freeze-Dried - CAA17 - 299298 (AU422204)|95375|AUD|0.00|2,446.00|0.00|2,446.00|2,446.00
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|BALL (July Comms)|AUD|0.00|523.80|0.00|523.80|523.80
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BALL (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BALL (July Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BARANOWSKI (July comms)|AUD|0.00|2,522.48|0.00|2,522.48|2,522.48
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BARANOWSKI (July comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BARTON (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|20 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BAYLISS (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|14 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BAYLISS Dorothy (June Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|14 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BAYLISS Dorothy (June Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BIBER (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BLEAKLEY (July Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BLEAKLEY (July Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|BOWDEN (July Comms)|AUD|0.00|2,522.48|0.00|2,522.48|2,522.48
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|BOWDEN (July Comms)|AUD|0.00|2,817.00|0.00|2,817.00|2,817.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|BRP895630 /1|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Reduction Pedicle Screw uCentum 6.5x40mm (Cannulated) - IY066 - 365230 (CS 3805-065-040)|BRP895813|AUD|0.00|2,248.00|0.00|2,248.00|2,248.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Reduction Pedicle Screw uCentum 6.5x35mm (Cannulated) - IY066 - 365230 (CS 3805-065-035)|BRP895813|AUD|0.00|1,124.00|0.00|1,124.00|1,124.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Reduction Pedicle Screw uCentum 7.5x35mm (Cannulated) - IY066 - 365230 (CS 3805-075-035)|BRP895813|AUD|0.00|4,496.00|0.00|4,496.00|4,496.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Locking Screw, Pre-Fixation uCentum - ER340 (CS 3801-02)|BRP895813|AUD|0.00|4,480.00|0.00|4,480.00|4,480.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Guide Wire 1.5x580mm - N/A (CS 7173-580)|BRP895813|AUD|0.00|880.00|0.00|880.00|880.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Reduction Pedicle Screw uCentum 6.5x30mm (Cannulated) - IY066 - 365230 (CS 3805-065-030)|BRP895813|AUD|0.00|1,124.00|0.00|1,124.00|1,124.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Pedicle Access Kit (PAK) - Disposable Passive Array - N/A - 311783 (MP6001)|BRP895813|AUD|0.00|895.00|0.00|895.00|895.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - ENHANCE Demineralized Cortical Fibers XLarge 10cc Freeze-Dried - CAA23 - 299298 (AU422206)|BRP895813|AUD|0.00|3,155.00|0.00|3,155.00|3,155.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Kerrison Disposable Tubes - N/A (FK888SU)|BRP895813|AUD|0.00|200.00|0.00|200.00|200.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Salina TLIF 5 Deg Cage - 33x9x7mm - IY108 - 370517 (ACL330907)|BRP897506|AUD|0.00|3,313.00|0.00|3,313.00|3,313.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - uDesis Gel - 1cc - PC009 (CS 6604-010)|BRP897506|AUD|0.00|722.00|0.00|722.00|722.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|BRP897506|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Polyaxial Screw, 7.5x50mm - IY004 - 236041 (ES-04-1750)|BRP897506|AUD|0.00|4,496.00|0.00|4,496.00|4,496.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|BRP897506|AUD|0.00|576.00|0.00|576.00|576.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Pre-lordorsed MIS Rod, 35mm - IY024 - 236041 (ES-04-5035)|BRP897506|AUD|0.00|710.00|0.00|710.00|710.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Nitinol K-Wire 540mm (Beveled - MIS) - N/A - 236041 (ES-7002)|BRP897506|AUD|0.00|480.00|0.00|480.00|480.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC Variable Screw 4.0 x 14 - IY056 - 354092 (1061-140-014)|BRP897532|AUD|0.00|744.00|0.00|744.00|744.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k Cervical Interbody Cage, Lock - IY056 - 354092 (1061-001-000)|BRP897532|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 17.5 X 15 X 8 - 12 Deg - IY055 - 354092 (1061-317-508)|BRP897532|AUD|0.00|8,324.00|0.00|8,324.00|8,324.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|BRP897533|AUD|0.00|1,026.00|0.00|1,026.00|1,026.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Cage - Large, 7 Deg, 17.5 x 15 x 8 mm - IY055 - 354092 (1050-217-508)|BRP897533|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|BRP897533|AUD|0.00|391.00|0.00|391.00|391.00
Sales - Brisbane Private|06 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Screw, Self-Drilling - 3.5 x 14 mm - IY056 - 354092 (1050-135-014)|BRP897533|AUD|0.00|558.00|0.00|558.00|558.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Screw, Self-Drilling - 3.5 x 12 mm - IY056 - 354092 (1050-135-012)|BRP897585|AUD|0.00|558.00|0.00|558.00|558.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Screw, Self-Drilling - 4.0 x 12 mm - IY056 - 354092 (1050-140-012)|BRP897585|AUD|0.00|186.00|0.00|186.00|186.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Cage - Medium, 7 Deg, 16 x 13.5 x 7 mm - IY055 - 354092 (1050-216-307)|BRP897585|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Brisbane Private|29 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera SC Locking Plate - IY057 - 354092 (1050-003-004)|BRP897585|AUD|0.00|391.00|0.00|391.00|391.00
Sales - Brisbane Private|15 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|BRP897693|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Brisbane Private|15 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Standalone Locking Cervical Cage Size 5, Large - IY029 - 322672 (HRC5Ld)|BRP897693|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Brisbane Private|15 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Standalone Locking Cervical Cage Size 4, Large - IY029 - 322672 (HRC4Ld)|BRP897693|AUD|0.00|4,161.00|0.00|4,161.00|4,161.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Disposable Bipolar Forceps 11-15mm - N/A - 228386 (DKY11-15S)|BRP897767|AUD|0.00|395.00|0.00|395.00|395.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Pedicle Access Kit (PAK) - Disposable Passive Array - N/A - 311783 (MP6001)|BRP897767|AUD|0.00|895.00|0.00|895.00|895.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Polyaxial Screw, 6.5x40mm - IY004 - 236041 (ES-04-1640)|BRP897767|AUD|0.00|4,496.00|0.00|4,496.00|4,496.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|BRP897767|AUD|0.00|576.00|0.00|576.00|576.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Katana Pre-lordorsed MIS Rod, 40mm - IY024 - 236041 (ES-04-5040)|BRP897767|AUD|0.00|710.00|0.00|710.00|710.00
Sales - Brisbane Private|21 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Nitinol K-Wire 540mm (Beveled - MIS) - N/A - 236041 (ES-7002)|BRP897767|AUD|0.00|480.00|0.00|480.00|480.00
Sales - Brisbane Private|23 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k Cervical Interbody Cage, Lock - IY056 - 354092 (1061-001-000)|BRP897828|AUD|0.00|372.00|0.00|372.00|372.00
Sales - Brisbane Private|23 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC Variable Screw 4.0 x 12 - IY056 - 354092 (1061-140-012)|BRP897828|AUD|0.00|744.00|0.00|744.00|744.00
Sales - Brisbane Private|23 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 16.5 X 13.5 X 6 - 7 Deg - IY055 - 354092 (1061-216-306)|BRP897828|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Brisbane Private|23 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k SC  Cage 16.5 X 13.5 X 8 - 12 Deg - IY055 - 354092 (1061-316-308)|BRP897828|AUD|0.00|4,162.00|0.00|4,162.00|4,162.00
Sales - Brisbane Private|27 Aug 2024|Receivable Invoice|Brisbane Private Hospital - Tesera-k Cervical Interbody Cage, Lock - IY056 - 354092 (1061-001-000)|BRP897870|AUD|0.00|372.00|0.00|372.00|372.00
